passenger_count,trip_distance,fare
1.0,1.64,14.3
2.0,4.47,18.8
3.0,8.53,32.8
1.0,1.19,12.3
5.0,2.41,19.8
1.0,2.81,15.299999999999999
1.0,2.31,14.3
1.0,1.83,12.8
1.0,1.96,12.8
1.0,0.4,7.3
1.0,2.4,16.3
1.0,3.7,16.8
2.0,9.1,39.419999999999995
1.0,1.7,11.8
1.0,1.37,10.8
1.0,1.0,9.3
6.0,0.65,7.799999999999999
1.0,17.5,61.42
6.0,4.43,24.3
1.0,5.05,21.8
1.0,2.3,16.8
2.0,21.29,61.059999999999995
2.0,2.6,14.3
1.0,1.0,10.3
1.0,1.3,9.8
5.0,3.59,18.3
1.0,0.6,5.8
1.0,14.66,50.8
2.0,4.99,21.3
1.0,0.95,6.8
1.0,1.61,11.55
1.0,3.3,12.799999999999999
1.0,1.2,7.3
1.0,8.65,26.8
2.0,0.78,5.8
2.0,2.38,12.8
1.0,1.33,8.3
1.0,2.84,13.3
1.0,1.14,6.3
1.0,0.83,5.8
1.0,6.47,31.55
1.0,1.54,9.8
1.0,3.6,18.8
1.0,2.34,11.8
1.0,5.75,27.550000000000004
1.0,3.8,21.05
1.0,1.28,7.8
1.0,1.01,6.3
1.0,2.28,11.3
1.0,1.8,10.799999999999999
2.0,2.71,13.3
1.0,1.32,7.8
1.0,0.08,40.0
1.0,2.55,10.8
1.0,8.2,29.3
1.0,3.82,18.3
1.0,0.56,5.3
1.0,1.21,11.8
2.0,0.84,5.8
1.0,0.3,4.3
1.0,2.7,17.55
1.0,0.84,6.3
1.0,6.27,30.3
1.0,0.09,4.3
1.0,0.14,4.8
3.0,0.9,6.3
1.0,1.23,8.8
1.0,1.69,8.3
1.0,1.01,9.3
1.0,3.86,14.3
1.0,3.81,16.3
1.0,2.21,13.3
1.0,2.51,15.049999999999999
1.0,2.78,16.55
1.0,2.48,13.3
1.0,1.96,9.3
1.0,6.83,21.8
1.0,0.8,7.3
1.0,12.75,47.81
1.0,1.5,8.8
1.0,1.2,7.8
1.0,1.63,7.799999999999999
1.0,1.04,6.800000000000001
1.0,3.39,18.3
1.0,0.7,6.3
3.0,0.99,8.3
1.0,0.37,5.3
2.0,2.0,10.8
1.0,3.7,21.05
1.0,2.22,12.8
2.0,2.4,14.8
1.0,1.4,8.3
1.0,2.91,16.55
1.0,1.2,9.8
2.0,0.64,6.3
1.0,1.69,8.8
1.0,9.42,31.27
1.0,3.47,13.799999999999999
1.0,3.71,20.55
1.0,3.12,13.3
3.0,2.3,11.3
1.0,3.3,20.05
1.0,3.57,14.8
1.0,1.9,9.3
1.0,1.07,8.3
1.0,10.17,31.85
2.0,2.71,16.55
1.0,1.95,10.3
1.0,2.2,10.3
1.0,17.0,63.96
1.0,1.23,10.55
1.0,1.14,10.55
1.0,23.52,67.76
1.0,17.5,49.8
1.0,1.93,10.3
1.0,17.61,57.8
1.0,0.34,4.8
1.0,5.02,21.75
3.0,1.17,5.8
2.0,0.64,5.8
1.0,20.72,66.56
1.0,0.74,6.3
1.0,0.9,6.8
1.0,0.5,5.3
1.0,6.5,23.8
1.0,5.87,24.299999999999997
1.0,1.1,9.3
1.0,1.41,10.8
4.0,3.64,27.3
1.0,0.5,8.3
1.0,6.28,28.3
1.0,1.38,22.8
1.0,2.1,14.8
2.0,1.71,16.299999999999997
1.0,2.35,15.3
1.0,2.39,12.8
1.0,0.4,7.8
2.0,1.0,9.3
1.0,1.27,9.8
3.0,1.7,14.3
1.0,15.47,65.91999999999999
2.0,2.86,19.8
4.0,0.9,11.3
1.0,4.8,21.8
2.0,1.35,10.299999999999999
1.0,0.73,8.299999999999999
1.0,1.78,12.799999999999999
1.0,18.6,61.42
1.0,1.54,9.3
1.0,6.6,24.3
1.0,1.2,10.3
1.0,3.7,17.8
1.0,2.0,11.3
1.0,2.14,11.8
1.0,1.44,11.3
5.0,0.5,7.3
4.0,0.73,9.8
1.0,6.44,23.3
1.0,2.39,15.3
2.0,0.57,7.300000000000001
2.0,1.39,13.799999999999999
2.0,1.49,11.8
1.0,0.64,9.8
1.0,0.56,8.8
3.0,1.98,13.799999999999999
1.0,0.7,10.3
1.0,0.42,7.8
1.0,9.9,30.8
2.0,0.79,10.3
1.0,1.32,12.3
1.0,12.32,47.92
1.0,0.75,9.3
1.0,1.9,14.3
5.0,1.9,15.299999999999999
1.0,0.78,10.8
2.0,3.4,17.8
1.0,2.5,14.8
1.0,0.66,9.3
2.0,0.9,6.800000000000001
1.0,8.7,31.3
1.0,4.58,20.3
1.0,0.9,10.799999999999999
1.0,0.7,8.8
2.0,0.85,10.299999999999999
1.0,1.7,12.299999999999999
1.0,0.57,8.8
1.0,1.3,10.799999999999999
4.0,1.42,9.8
4.0,2.0,14.299999999999999
1.0,0.59,8.3
1.0,0.9,9.3
1.0,19.07,55.3
6.0,0.83,8.8
1.0,11.78,42.3
1.0,5.32,25.8
1.0,3.2,15.799999999999999
1.0,1.7,16.8
1.0,0.01,3.3
1.0,0.58,7.799999999999999
1.0,2.12,14.3
1.0,6.78,20.8
1.0,0.79,15.8
1.0,1.8,15.8
1.0,0.33,7.3
1.0,1.62,14.8
1.0,13.0,66.8
1.0,3.5,19.8
2.0,0.4,7.3
1.0,0.59,7.799999999999999
1.0,2.7,17.3
1.0,3.6,20.8
2.0,1.12,9.3
1.0,1.71,12.8
1.0,1.61,9.8
1.0,1.8,15.8
1.0,1.13,12.3
1.0,12.9,50.92
1.0,1.54,15.299999999999999
1.0,2.7,17.3
2.0,1.15,11.3
1.0,1.41,13.3
1.0,3.6,17.8
1.0,2.5,19.299999999999997
1.0,3.3,16.3
3.0,1.16,9.8
2.0,1.6,11.8
1.0,1.0,9.8
1.0,2.35,12.3
1.0,1.73,12.3
2.0,1.66,11.3
1.0,2.95,20.3
2.0,2.2,13.8
1.0,0.75,11.8
1.0,8.06,36.42
1.0,5.8,24.8
3.0,21.89,55.3
1.0,3.4,14.8
2.0,18.2,61.42
4.0,0.5,9.3
1.0,1.24,10.3
6.0,4.39,18.8
1.0,2.68,13.799999999999999
3.0,0.96,10.8
2.0,20.6,61.42
1.0,0.9,10.3
1.0,2.0,12.3
1.0,0.4,7.8
2.0,3.04,17.3
1.0,0.8,8.8
6.0,2.78,16.299999999999997
2.0,1.11,10.3
1.0,0.7,11.3
1.0,1.39,13.799999999999999
1.0,2.33,15.3
1.0,0.5,9.3
1.0,1.09,13.299999999999999
1.0,0.69,9.3
1.0,6.0,26.3
1.0,3.24,20.8
2.0,0.51,10.299999999999999
1.0,4.6,25.8
1.0,1.4,10.8
1.0,1.86,18.3
4.0,1.9,18.3
1.0,2.5,18.3
1.0,0.97,10.3
1.0,3.23,16.8
1.0,2.0,13.8
4.0,0.8,10.3
1.0,6.12,23.799999999999997
1.0,3.8,16.8
1.0,4.0,19.3
1.0,24.4,101.2
1.0,2.4,16.8
1.0,4.26,22.3
6.0,0.8,8.8
1.0,6.6,26.299999999999997
1.0,3.39,21.8
1.0,1.1,12.3
1.0,1.8,16.299999999999997
2.0,1.57,8.8
1.0,0.82,9.8
1.0,5.28,25.799999999999997
2.0,1.3,13.8
2.0,1.64,11.8
1.0,0.9,10.799999999999999
2.0,0.91,9.3
1.0,1.19,10.3
1.0,0.5,8.3
1.0,15.35,68.3
3.0,6.3,28.300000000000004
1.0,0.7,8.8
1.0,0.9,10.8
1.0,1.3,12.3
2.0,1.8,11.3
1.0,0.78,8.799999999999999
2.0,1.41,11.8
1.0,3.3,18.8
2.0,0.7,9.3
1.0,2.8,14.3
2.0,0.83,10.8
1.0,1.1,10.3
1.0,18.14,55.3
1.0,6.98,22.3
1.0,4.8,21.3
1.0,1.76,9.3
2.0,1.04,9.3
1.0,1.0,9.8
1.0,0.63,7.8
1.0,2.91,14.299999999999999
2.0,1.5,11.3
1.0,20.6,61.42
5.0,4.36,20.8
1.0,0.64,8.3
1.0,1.45,8.8
1.0,3.23,16.8
1.0,1.45,10.8
1.0,1.51,12.3
1.0,3.1,16.3
1.0,1.09,9.8
1.0,1.5,11.3
1.0,1.3,14.299999999999999
1.0,2.07,9.3
1.0,1.38,9.3
2.0,1.6,11.8
1.0,4.47,18.799999999999997
2.0,2.89,15.8
1.0,9.61,40.42
1.0,1.51,11.3
4.0,1.83,11.8
6.0,0.76,10.299999999999999
1.0,0.87,8.8
3.0,5.65,24.8
1.0,1.85,12.799999999999999
1.0,2.2,15.8
1.0,1.11,10.3
1.0,1.61,11.8
1.0,0.82,8.3
1.0,1.6,11.8
1.0,5.0,19.3
1.0,1.6,11.3
2.0,1.77,11.3
1.0,1.25,9.8
1.0,4.6,22.3
1.0,1.82,12.799999999999999
1.0,2.22,12.3
1.0,2.3,12.799999999999999
1.0,1.1,11.3
1.0,18.6,55.3
5.0,2.12,12.3
1.0,2.5,14.8
1.0,1.71,12.799999999999999
1.0,2.12,13.8
1.0,1.55,14.799999999999997
1.0,2.0,14.3
1.0,1.6,12.3
1.0,1.7,12.8
4.0,5.1,24.8
1.0,9.05,38.92
1.0,2.8,19.3
2.0,3.14,17.8
5.0,0.71,5.8
1.0,1.0,10.299999999999999
1.0,2.5,13.299999999999999
1.0,2.6,15.3
1.0,0.93,9.3
1.0,0.8,8.799999999999999
1.0,1.8,14.8
1.0,1.5,13.3
1.0,2.2,14.8
1.0,0.9,10.8
6.0,0.93,8.8
1.0,0.9,11.3
1.0,0.38,7.8
1.0,6.7,27.8
1.0,0.5,8.299999999999999
1.0,10.2,43.42
6.0,1.32,9.8
1.0,1.46,12.3
1.0,0.7,12.3
2.0,0.87,10.8
1.0,2.0,13.8
3.0,1.5,12.3
1.0,1.36,10.8
1.0,1.12,10.8
1.0,0.75,5.3
1.0,0.38,7.300000000000001
1.0,0.55,8.3
6.0,1.26,9.8
3.0,1.77,14.3
1.0,0.52,6.8
1.0,0.4,8.3
1.0,4.57,24.3
1.0,0.8,8.8
1.0,0.4,7.8
1.0,5.3,24.299999999999997
1.0,2.64,17.8
2.0,1.44,9.8
3.0,7.88,36.8
1.0,1.46,13.799999999999999
2.0,8.18,38.42
2.0,2.7,15.8
1.0,7.53,24.3
2.0,1.1,10.3
1.0,1.04,8.8
1.0,1.3,11.8
3.0,1.59,12.3
1.0,1.08,11.3
1.0,1.71,12.799999999999999
3.0,0.57,9.8
1.0,0.3,8.3
1.0,2.21,16.8
1.0,1.34,11.8
2.0,0.7,9.8
1.0,0.94,10.8
1.0,16.56,80.4
1.0,0.75,8.8
5.0,1.0,9.299999999999999
1.0,6.6,24.8
1.0,4.66,20.3
1.0,1.2,10.8
1.0,1.2,11.3
2.0,4.0,16.8
1.0,0.87,8.8
1.0,2.6,18.3
1.0,2.47,15.299999999999999
1.0,6.0,23.8
1.0,1.2,12.8
1.0,0.6,8.8
1.0,1.89,14.8
1.0,4.0,18.8
1.0,1.45,11.3
4.0,1.66,12.3
1.0,1.6,15.799999999999999
1.0,1.8,13.8
1.0,17.4,61.42
1.0,1.7,14.8
1.0,3.4,21.3
1.0,1.8,12.3
1.0,0.95,11.8
5.0,0.87,11.3
1.0,2.1,18.3
4.0,0.64,8.8
3.0,11.63,44.42
2.0,3.95,18.3
1.0,4.48,22.299999999999997
1.0,1.34,12.8
1.0,5.05,21.299999999999997
1.0,0.69,8.3
5.0,2.34,17.25
1.0,3.5,20.3
1.0,3.5,16.3
1.0,2.0,13.8
3.0,6.35,25.3
3.0,17.25,53.8
1.0,1.7,12.3
1.0,0.5,7.8
1.0,2.58,14.8
1.0,2.38,18.3
1.0,1.2,13.3
1.0,0.73,6.3
5.0,1.17,11.299999999999999
1.0,1.14,12.8
1.0,3.7,17.8
2.0,1.61,14.3
1.0,1.1,10.8
1.0,1.26,10.8
1.0,0.79,8.8
1.0,0.7,8.3
1.0,2.15,12.799999999999999
1.0,0.7,8.8
2.0,0.76,7.8
1.0,1.31,16.8
1.0,13.73,45.6
1.0,1.13,10.299999999999999
1.0,22.49,65.91999999999999
1.0,0.5,8.3
1.0,0.62,12.3
1.0,7.27,32.8
2.0,0.8,10.3
2.0,7.6,31.8
2.0,1.36,12.799999999999999
1.0,1.22,10.8
6.0,3.51,19.3
1.0,16.1,45.3
1.0,0.3,7.3
1.0,4.5,20.3
1.0,2.2,13.3
1.0,3.04,18.3
1.0,2.7,14.8
1.0,2.44,14.799999999999999
1.0,2.74,10.3
1.0,2.6,11.799999999999999
3.0,1.1,11.3
1.0,5.0,20.3
1.0,2.15,15.299999999999999
1.0,0.8,4.8
1.0,1.16,11.8
2.0,1.33,10.299999999999999
1.0,3.72,23.3
1.0,1.7,13.299999999999999
1.0,3.83,22.3
1.0,1.34,10.299999999999999
1.0,1.32,11.8
1.0,1.0,11.3
1.0,2.2,14.299999999999999
1.0,1.19,10.3
1.0,0.8,9.3
1.0,0.44,9.8
2.0,6.67,27.299999999999997
1.0,2.5,18.8
3.0,1.47,14.3
1.0,1.95,21.8
4.0,0.89,11.3
1.0,0.4,10.3
1.0,3.07,20.8
2.0,2.48,16.299999999999997
1.0,0.79,6.8
2.0,0.93,14.8
3.0,1.75,14.3
6.0,14.33,49.42
5.0,0.58,8.8
1.0,0.82,8.8
1.0,3.6,19.8
3.0,0.5,8.3
1.0,0.84,8.3
1.0,3.3,15.3
3.0,1.1,9.8
1.0,0.49,8.8
3.0,0.63,9.8
1.0,2.0,12.3
2.0,0.81,9.3
1.0,1.54,10.799999999999999
1.0,0.8,8.8
1.0,2.6,10.8
1.0,1.62,10.299999999999999
1.0,1.48,11.299999999999999
5.0,1.39,9.3
1.0,1.97,12.3
1.0,1.2,10.8
1.0,7.6,28.3
1.0,3.1,13.799999999999999
1.0,1.7,14.299999999999999
2.0,1.21,10.3
4.0,16.8,61.42
1.0,2.0,17.3
1.0,2.6,15.299999999999999
3.0,2.8,16.8
1.0,0.67,12.8
3.0,10.19,33.3
1.0,0.4,8.8
1.0,2.93,19.3
1.0,1.72,10.3
2.0,0.6,15.299999999999999
1.0,2.93,15.3
2.0,1.0,11.3
2.0,1.7,15.8
1.0,16.1,50.3
1.0,21.91,61.42
2.0,8.06,32.3
2.0,4.53,22.8
1.0,2.32,14.8
1.0,2.01,15.299999999999999
1.0,2.38,14.8
1.0,1.03,10.299999999999999
1.0,0.72,8.3
1.0,0.44,8.3
1.0,1.0,9.3
2.0,5.21,21.8
1.0,0.44,7.3
1.0,1.5,9.8
1.0,4.09,15.8
2.0,0.9,10.3
1.0,2.0,11.8
2.0,12.0,43.42
1.0,0.7,8.3
1.0,0.54,5.3
2.0,2.4,14.8
1.0,1.71,12.8
1.0,0.1,6.3
1.0,0.9,10.3
2.0,1.0,9.8
1.0,0.4,7.8
2.0,1.4,7.3
4.0,18.0,61.42
2.0,1.37,12.3
1.0,0.76,8.3
1.0,0.83,8.8
2.0,1.1,11.3
2.0,1.2,10.8
2.0,18.3,61.42
1.0,2.19,11.8
1.0,3.11,17.3
1.0,2.26,13.8
1.0,1.18,11.3
5.0,7.38,27.8
5.0,12.9,36.8
1.0,0.24,6.3
1.0,1.95,11.8
1.0,3.8,17.3
1.0,0.5,10.3
1.0,1.27,10.8
2.0,0.93,8.3
2.0,1.77,11.3
1.0,3.6,21.8
1.0,1.0,6.8
1.0,0.5,8.299999999999999
1.0,1.1,10.299999999999999
1.0,2.02,13.799999999999999
2.0,2.87,17.3
1.0,0.5,8.3
1.0,1.36,11.3
5.0,2.84,18.799999999999997
1.0,7.78,36.92
1.0,7.51,30.8
4.0,3.06,17.3
2.0,0.51,9.3
1.0,3.24,21.3
1.0,9.8,39.42
1.0,4.53,21.3
1.0,6.8,27.8
1.0,0.6,8.8
1.0,2.02,14.3
4.0,17.67,61.42
1.0,2.5,15.799999999999999
3.0,3.82,14.8
1.0,4.04,15.3
1.0,0.69,8.3
1.0,0.76,8.8
1.0,8.1,34.42
1.0,1.59,11.8
1.0,15.14,61.42
1.0,1.0,7.8
1.0,1.3,9.8
1.0,2.99,14.8
2.0,5.13,21.8
1.0,2.9,18.3
2.0,2.08,14.3
1.0,4.7,24.8
1.0,0.87,9.8
1.0,1.33,11.299999999999999
1.0,0.6,8.299999999999999
1.0,12.99,59.419999999999995
1.0,2.0,16.8
1.0,2.2,14.299999999999999
1.0,0.92,18.8
1.0,1.7,11.3
1.0,0.38,8.299999999999999
1.0,2.28,15.3
1.0,1.25,11.3
5.0,1.09,9.8
1.0,0.3,7.3
1.0,17.67,61.059999999999995
1.0,6.08,25.3
6.0,1.43,11.3
1.0,4.64,22.299999999999997
1.0,5.14,23.3
4.0,0.94,7.8
2.0,16.62,61.42
1.0,2.11,13.3
2.0,19.15,61.42
1.0,2.88,21.3
1.0,2.34,15.3
1.0,1.44,12.3
1.0,1.81,15.799999999999999
1.0,0.98,11.3
1.0,0.69,8.3
1.0,4.6,30.3
1.0,2.36,16.8
1.0,3.52,19.3
1.0,1.87,15.8
1.0,1.34,13.8
4.0,0.51,7.8
1.0,0.2,7.3
5.0,4.13,16.3
2.0,19.6,59.800000000000004
1.0,1.8,14.3
2.0,3.3,19.3
1.0,2.02,15.8
1.0,1.87,13.8
2.0,0.9,10.3
1.0,0.39,8.3
1.0,1.18,10.3
1.0,1.2,11.3
1.0,2.43,13.8
1.0,11.6,36.8
1.0,11.02,34.3
2.0,18.2,61.42
1.0,1.62,10.3
1.0,2.7,14.8
1.0,0.91,8.8
1.0,1.4,12.8
1.0,1.9,10.8
1.0,1.71,15.799999999999999
1.0,1.35,13.3
1.0,2.3,14.299999999999999
1.0,1.6,13.299999999999999
1.0,7.63,29.299999999999997
2.0,0.62,9.3
1.0,2.4,17.8
2.0,8.0,39.8
1.0,0.75,8.8
1.0,0.74,10.8
1.0,0.6,7.8
1.0,1.45,15.3
2.0,0.8,6.3
1.0,0.75,15.8
3.0,15.4,61.42
1.0,0.28,6.8
1.0,0.5,7.3
1.0,1.5,12.8
1.0,1.3,13.3
1.0,0.7,11.3
1.0,1.02,10.299999999999999
1.0,4.68,25.8
1.0,3.3,21.8
3.0,0.65,9.8
1.0,0.9,10.3
1.0,4.45,23.3
2.0,6.1,30.3
2.0,1.65,13.8
2.0,2.03,18.299999999999997
4.0,0.9,10.8
1.0,1.27,10.8
1.0,7.7,28.8
1.0,5.3,30.3
1.0,2.87,15.8
2.0,1.68,10.8
1.0,3.8,17.3
1.0,2.3,13.3
1.0,1.57,13.3
1.0,1.95,13.3
3.0,1.22,9.8
1.0,2.25,14.8
4.0,15.6,61.42
1.0,4.66,27.8
1.0,2.84,16.8
1.0,22.17,61.42
1.0,0.91,9.8
1.0,0.5,7.8
1.0,0.89,8.8
1.0,0.87,8.8
1.0,1.04,11.3
1.0,1.4,14.3
1.0,0.91,9.8
1.0,1.04,10.8
5.0,1.52,13.3
1.0,0.76,9.3
1.0,4.0,28.3
1.0,0.42,9.3
1.0,0.93,10.3
1.0,1.51,16.3
1.0,0.43,7.799999999999999
1.0,7.52,49.42
1.0,5.52,22.3
5.0,1.35,11.3
1.0,2.59,14.3
1.0,1.7,12.8
1.0,1.44,9.8
1.0,0.75,4.8
1.0,3.77,13.8
6.0,0.59,7.299999999999999
1.0,2.4,17.8
1.0,1.04,8.3
1.0,2.3,13.8
1.0,1.39,11.3
2.0,0.74,7.749999999999999
5.0,3.02,22.3
5.0,1.52,11.3
4.0,1.64,11.3
6.0,1.7,12.3
4.0,0.63,9.8
4.0,2.3,13.8
1.0,4.3,18.3
4.0,2.73,14.8
2.0,1.6,9.8
1.0,2.84,14.8
2.0,6.5,30.3
1.0,0.43,7.3
1.0,2.5,20.3
1.0,0.6,9.3
1.0,4.1,19.3
5.0,1.68,10.8
1.0,1.93,15.8
1.0,3.26,17.3
1.0,1.7,12.799999999999999
1.0,3.68,17.8
1.0,0.5,4.8
1.0,5.89,24.8
1.0,2.34,14.8
5.0,9.53,32.8
1.0,0.77,7.799999999999999
1.0,1.55,11.3
1.0,1.5,10.799999999999999
1.0,1.0,9.8
1.0,2.4,11.8
1.0,0.79,8.3
5.0,28.23,61.42
1.0,6.24,26.8
4.0,5.39,24.3
1.0,0.7,8.8
2.0,1.3,10.8
3.0,16.38,61.42
1.0,3.2,17.8
1.0,1.54,10.3
1.0,1.37,9.8
1.0,0.58,7.3
1.0,0.5,5.3
1.0,0.89,10.8
1.0,1.1,9.3
1.0,3.0,14.299999999999999
3.0,2.9,15.8
1.0,2.6,15.299999999999999
1.0,0.93,9.8
1.0,0.9,10.3
1.0,2.13,13.8
2.0,3.49,17.8
2.0,1.6,12.3
1.0,0.2,7.3
1.0,10.62,32.3
1.0,2.22,12.8
1.0,1.9,13.8
4.0,2.3,16.8
1.0,1.38,12.3
1.0,1.7,12.3
1.0,1.2,9.3
3.0,2.72,15.8
2.0,6.0,27.8
4.0,1.61,11.8
1.0,0.7,8.299999999999999
1.0,1.01,11.3
2.0,5.36,25.8
1.0,10.3,43.92
1.0,1.5,12.3
1.0,1.8,15.299999999999999
1.0,0.53,8.299999999999999
2.0,1.64,12.3
1.0,2.3,15.8
1.0,4.2,19.299999999999997
1.0,1.16,9.3
5.0,3.56,15.8
1.0,6.78,24.8
1.0,3.54,17.3
2.0,1.1,9.8
1.0,1.1,9.3
1.0,1.29,10.8
3.0,3.3,20.799999999999997
1.0,1.1,9.8
1.0,2.8,17.3
1.0,1.13,10.8
1.0,14.73,41.3
1.0,0.9,8.3
1.0,27.92,61.42
1.0,1.49,10.8
1.0,5.68,24.8
1.0,1.38,14.8
1.0,2.2,15.299999999999999
1.0,17.87,65.91999999999999
1.0,0.59,8.8
1.0,0.96,11.3
1.0,7.7,29.8
1.0,1.9,14.8
5.0,9.11,38.42
6.0,5.72,23.8
2.0,2.64,20.799999999999997
1.0,3.46,18.799999999999997
1.0,1.8,13.299999999999999
3.0,1.25,9.3
2.0,1.93,17.3
1.0,4.87,20.8
1.0,2.15,11.3
1.0,3.4,15.799999999999999
1.0,2.9,17.3
6.0,1.1,12.8
1.0,17.6,56.42
1.0,16.2,49.8
1.0,0.62,7.799999999999999
1.0,10.14,42.42
1.0,0.9,9.8
1.0,1.2,11.3
1.0,1.97,15.3
1.0,0.7,10.3
2.0,1.16,8.8
1.0,0.71,7.799999999999999
2.0,1.33,12.8
5.0,1.1,14.3
1.0,1.3,15.3
1.0,0.5,8.8
1.0,1.9,13.3
1.0,1.5,13.3
1.0,1.94,18.8
1.0,1.49,16.3
1.0,2.2,13.3
1.0,1.86,14.8
1.0,1.2,11.3
1.0,2.1,13.8
1.0,4.81,23.3
1.0,3.99,19.8
1.0,0.7,8.3
1.0,4.3,19.8
2.0,2.8,16.3
1.0,1.39,11.3
1.0,2.9,16.299999999999997
4.0,2.6,15.3
1.0,4.47,17.8
3.0,1.46,10.8
1.0,17.02,50.3
1.0,20.73,61.42
1.0,1.5,10.3
2.0,1.11,8.3
2.0,2.16,13.8
1.0,0.43,8.3
1.0,1.1,12.8
1.0,1.17,12.799999999999999
1.0,4.8,23.8
1.0,3.47,16.299999999999997
1.0,1.79,14.3
1.0,1.7,14.8
1.0,1.3,11.3
1.0,1.08,12.3
1.0,0.8,8.8
1.0,0.8,10.3
1.0,2.42,14.8
1.0,1.41,13.799999999999999
1.0,2.0,20.3
1.0,0.6,11.3
2.0,1.4,14.3
3.0,0.61,13.3
1.0,1.1,13.299999999999999
1.0,3.6,26.8
1.0,1.0,10.3
3.0,2.4,15.3
1.0,1.79,12.8
3.0,8.27,32.42
2.0,1.41,10.8
2.0,6.5,24.3
2.0,0.93,9.8
1.0,1.55,11.8
5.0,16.29,61.42
1.0,1.9,11.3
1.0,1.1,12.8
5.0,0.64,4.8
6.0,5.66,28.3
2.0,3.63,22.8
1.0,0.88,16.3
1.0,0.7,9.3
2.0,2.49,20.3
1.0,1.99,14.299999999999999
1.0,4.0,25.799999999999997
3.0,2.03,20.3
2.0,3.94,23.8
2.0,0.56,7.800000000000001
1.0,8.6,32.3
1.0,7.08,48.8
1.0,4.2,24.8
1.0,1.4,12.8
1.0,0.7,13.8
1.0,0.63,4.8
2.0,0.9,20.3
1.0,1.4,11.3
6.0,1.05,15.3
1.0,5.15,25.3
6.0,0.64,5.8
1.0,4.27,23.799999999999997
5.0,2.78,21.3
3.0,1.25,11.3
1.0,2.06,14.8
1.0,6.5,25.3
3.0,18.0,61.42
1.0,0.42,8.8
1.0,0.12,3.8
1.0,0.72,8.299999999999999
3.0,0.9,12.3
1.0,0.8,9.3
1.0,0.6,8.8
1.0,1.0,8.8
1.0,1.1,9.3
1.0,0.99,8.8
1.0,1.57,11.3
1.0,1.78,11.8
2.0,0.7,7.8
5.0,0.85,8.3
1.0,0.22,6.8
2.0,1.0,10.8
1.0,1.3,11.8
1.0,1.64,20.3
2.0,1.2,10.3
1.0,2.8,17.8
2.0,0.63,11.3
6.0,1.68,13.3
1.0,1.43,13.3
6.0,1.38,10.8
1.0,4.16,26.3
2.0,18.7,55.3
1.0,1.75,9.8
1.0,2.64,17.8
3.0,1.3,11.8
6.0,1.31,8.8
4.0,1.0,10.8
2.0,1.32,12.3
1.0,0.71,8.3
1.0,4.04,21.8
3.0,1.9,12.8
4.0,1.5,15.8
2.0,2.4,20.3
1.0,6.76,32.92
1.0,2.53,14.8
1.0,2.78,15.299999999999999
1.0,2.96,16.299999999999997
1.0,4.91,25.3
1.0,1.1,12.3
4.0,7.25,32.8
4.0,2.4,14.299999999999999
1.0,1.02,10.8
2.0,1.86,12.3
1.0,0.22,6.8
1.0,16.3,55.3
1.0,1.11,9.3
2.0,3.11,14.3
2.0,10.5,34.8
4.0,1.86,12.8
3.0,2.61,15.299999999999999
1.0,1.68,12.3
1.0,0.89,11.8
1.0,0.49,8.3
1.0,1.34,10.3
2.0,1.41,11.3
4.0,2.1,13.8
1.0,1.74,10.8
2.0,1.09,9.299999999999999
1.0,1.1,10.8
1.0,18.1,55.3
3.0,1.64,11.3
6.0,1.21,10.8
6.0,1.34,10.299999999999999
2.0,2.7,15.8
1.0,0.98,13.3
1.0,21.2,61.42
1.0,1.14,14.8
1.0,2.15,15.8
4.0,11.8,45.42
1.0,0.89,10.3
2.0,1.31,13.8
4.0,2.71,19.8
1.0,1.6,10.8
1.0,1.3,10.3
2.0,8.4,36.42
1.0,3.32,18.799999999999997
1.0,2.0,17.8
1.0,1.68,13.3
1.0,1.01,10.8
1.0,0.59,8.299999999999999
1.0,1.1,10.299999999999999
1.0,1.1,9.8
1.0,5.6,24.3
1.0,1.59,13.3
2.0,0.73,8.3
1.0,2.32,11.3
1.0,2.3,13.299999999999999
2.0,1.0,10.3
1.0,3.0,15.3
1.0,1.3,10.8
2.0,0.54,7.3
1.0,19.74,61.42
1.0,1.46,13.3
2.0,1.0,10.8
1.0,1.82,13.799999999999999
1.0,0.7,8.299999999999999
5.0,1.36,16.299999999999997
2.0,0.58,7.799999999999999
1.0,0.3,7.300000000000001
1.0,0.8,8.799999999999999
1.0,2.97,17.299999999999997
5.0,0.76,8.299999999999999
1.0,0.82,11.3
2.0,0.9,10.3
1.0,3.53,19.8
6.0,0.79,9.3
1.0,1.08,13.8
1.0,14.0,45.3
6.0,15.95,50.3
1.0,0.71,10.299999999999999
1.0,5.6,26.800000000000004
6.0,0.81,10.8
1.0,1.4,15.299999999999999
1.0,0.88,11.3
1.0,3.68,22.3
6.0,0.94,10.299999999999999
2.0,1.05,10.8
2.0,2.7,18.799999999999997
1.0,1.3,12.3
1.0,1.0,10.3
1.0,3.56,21.8
1.0,1.9,12.8
1.0,18.35,61.42
2.0,1.37,12.3
1.0,2.22,11.8
2.0,1.63,12.8
2.0,4.47,21.5
1.0,4.98,16.4
2.0,10.13,38.3
6.0,1.17,8.3
1.0,0.66,5.300000000000001
1.0,3.53,14.3
1.0,0.65,6.8
1.0,12.2,39.8
1.0,0.39,4.8
1.0,8.6,28.8
2.0,7.64,31.049999999999997
1.0,1.21,10.3
