passenger_count,trip_distance,fare
1.0,0.6,9.3
1.0,2.2,12.8
1.0,0.5,11.3
1.0,0.63,8.3
2.0,9.63,40.42
2.0,2.7,14.3
1.0,18.9,61.419999999999995
1.0,1.0,10.8
6.0,1.36,10.3
5.0,0.46,7.8
2.0,1.4,11.8
1.0,6.4,27.8
2.0,5.18,29.3
3.0,2.05,18.8
1.0,4.8,23.299999999999997
1.0,2.69,16.299999999999997
1.0,2.5,16.8
1.0,0.69,7.799999999999999
1.0,9.3,32.8
1.0,2.91,14.8
1.0,9.71,28.299999999999997
1.0,2.3,15.3
1.0,1.9,10.299999999999999
1.0,1.31,13.8
6.0,0.38,7.3
1.0,1.2,14.8
1.0,2.1,17.8
1.0,2.4,15.3
2.0,0.03,68.8
3.0,17.8,61.42
1.0,1.3,12.3
1.0,1.79,16.3
1.0,2.1,15.8
1.0,0.7,9.8
1.0,1.7,14.3
2.0,2.22,17.8
2.0,16.4,65.92
1.0,2.8,21.799999999999997
1.0,1.53,13.8
1.0,1.8,13.799999999999999
2.0,1.97,16.8
1.0,1.27,13.3
1.0,2.2,16.3
2.0,6.8,26.8
1.0,2.35,15.8
2.0,3.02,18.8
1.0,18.53,55.300000000000004
2.0,2.14,12.8
1.0,3.2,15.3
1.0,0.97,9.8
1.0,4.12,19.8
1.0,0.51,7.3
1.0,0.38,9.3
1.0,0.71,8.8
5.0,0.92,8.8
1.0,5.54,32.3
1.0,2.3,22.3
1.0,3.59,26.799999999999997
1.0,1.27,14.3
1.0,0.57,9.8
4.0,9.46,53.92
1.0,1.0,12.8
1.0,0.5,6.8
2.0,0.4,8.8
4.0,8.6,44.92
1.0,1.02,12.3
6.0,0.96,10.8
1.0,0.4,9.3
6.0,2.94,18.799999999999997
6.0,1.54,12.8
1.0,1.25,11.3
1.0,4.29,21.8
6.0,1.85,13.8
2.0,1.01,12.3
2.0,2.63,16.3
1.0,0.61,8.8
1.0,0.83,9.299999999999999
1.0,2.1,15.3
1.0,2.0,10.3
1.0,3.21,16.8
1.0,5.5,30.299999999999997
1.0,1.3,9.799999999999999
2.0,2.0,13.299999999999999
5.0,0.73,6.3
1.0,1.03,8.8
1.0,1.2,10.3
2.0,3.23,20.3
1.0,1.48,14.8
1.0,0.89,9.299999999999999
1.0,2.7,20.3
1.0,0.8,10.8
1.0,3.73,24.3
2.0,1.2,12.8
1.0,1.34,13.799999999999999
5.0,2.4,17.3
1.0,2.88,17.3
1.0,5.83,22.8
1.0,2.5,14.8
2.0,0.6,9.3
1.0,1.02,10.8
1.0,1.97,17.3
6.0,1.93,14.8
2.0,0.92,11.3
6.0,3.12,16.299999999999997
1.0,1.14,10.8
2.0,14.5,47.8
2.0,2.89,16.8
2.0,1.97,14.8
1.0,1.4,12.8
1.0,2.47,13.8
1.0,2.3,12.8
4.0,6.47,25.3
3.0,7.45,24.3
5.0,1.65,11.3
2.0,10.69,41.42
2.0,2.13,13.299999999999999
1.0,8.16,33.42
3.0,1.9,11.8
1.0,1.7,12.3
1.0,0.72,9.299999999999999
1.0,1.51,14.3
1.0,0.9,10.8
6.0,2.04,12.8
3.0,2.06,12.3
3.0,2.11,15.3
1.0,0.4,6.800000000000001
1.0,1.3,13.3
1.0,4.39,19.3
1.0,1.0,11.8
3.0,1.35,11.3
5.0,1.08,10.3
2.0,0.6,10.8
1.0,0.98,9.3
1.0,9.0,30.3
1.0,1.4,7.3
1.0,13.2,41.3
2.0,1.67,11.8
1.0,0.95,9.3
3.0,0.85,8.8
5.0,1.16,8.8
1.0,1.8,10.3
1.0,4.05,22.8
1.0,2.9,17.3
1.0,1.79,15.8
3.0,2.29,14.3
2.0,3.0,17.3
1.0,4.2,22.299999999999997
5.0,1.7,12.3
1.0,3.74,18.299999999999997
1.0,3.25,16.299999999999997
1.0,1.51,11.3
1.0,3.35,16.3
1.0,3.5,16.3
1.0,4.06,20.3
2.0,18.24,79.80000000000001
1.0,1.76,12.3
1.0,1.33,9.8
1.0,1.0,7.8
1.0,0.19,6.8
1.0,1.2,9.8
6.0,0.91,8.8
2.0,3.1,19.8
1.0,1.41,11.3
6.0,1.97,17.8
1.0,1.16,10.8
1.0,7.8,30.799999999999997
5.0,3.11,15.799999999999999
1.0,0.34,6.8
1.0,1.5,14.8
2.0,1.47,10.8
2.0,1.92,13.8
3.0,1.14,10.299999999999999
1.0,18.5,58.92
2.0,1.01,10.8
1.0,0.72,9.3
1.0,2.1,15.799999999999999
1.0,1.5,10.3
1.0,0.7,8.299999999999999
3.0,1.11,9.3
5.0,1.74,10.8
2.0,0.3,7.300000000000001
1.0,6.3,25.3
1.0,0.52,9.3
2.0,2.5,16.3
1.0,7.42,27.299999999999997
1.0,0.99,10.8
1.0,4.47,18.8
3.0,1.11,11.3
1.0,1.4,13.299999999999999
5.0,0.69,10.8
1.0,1.89,12.799999999999999
3.0,0.6,11.3
2.0,1.85,13.3
1.0,1.8,15.3
1.0,1.4,12.8
1.0,0.27,7.8
1.0,2.08,13.8
1.0,0.3,7.8
1.0,1.3,10.799999999999999
1.0,0.9,9.3
1.0,0.86,9.299999999999999
1.0,1.47,12.3
2.0,1.89,14.3
1.0,1.74,12.3
1.0,1.3,10.799999999999999
4.0,2.04,13.3
1.0,0.79,8.8
1.0,6.27,29.8
1.0,1.61,12.3
1.0,9.1,29.8
1.0,3.73,16.8
1.0,2.0,16.799999999999997
1.0,3.88,21.3
1.0,0.78,9.3
4.0,0.84,9.3
1.0,1.42,13.3
1.0,0.7,9.3
2.0,1.62,13.3
1.0,2.16,15.3
1.0,6.17,24.3
1.0,0.93,11.8
1.0,1.64,12.8
1.0,3.0,20.8
1.0,3.36,21.8
1.0,0.48,7.800000000000001
1.0,4.5,20.3
5.0,0.43,7.3
1.0,1.9,15.3
4.0,2.65,15.3
3.0,1.12,11.8
2.0,1.04,11.3
3.0,1.5,13.3
2.0,2.2,17.3
2.0,2.0,12.799999999999999
3.0,0.59,8.3
5.0,0.57,8.8
1.0,0.73,8.8
1.0,2.4,15.299999999999999
1.0,1.95,13.799999999999999
1.0,1.79,13.3
3.0,5.66,24.8
2.0,1.86,12.3
1.0,2.25,19.8
2.0,5.6,26.8
1.0,1.83,17.8
1.0,0.36,7.799999999999999
1.0,0.78,11.3
1.0,1.5,11.8
1.0,0.75,8.8
1.0,5.4,26.3
4.0,0.6,10.8
1.0,2.2,15.3
2.0,1.74,14.3
1.0,1.33,15.3
2.0,0.98,10.8
1.0,4.19,20.8
1.0,2.36,14.8
1.0,2.3,13.8
4.0,3.01,17.8
1.0,7.76,27.8
1.0,19.1,60.8
1.0,1.63,11.8
1.0,4.0,19.8
1.0,1.64,12.8
1.0,19.26,61.42
1.0,4.5,21.3
5.0,1.75,10.299999999999999
1.0,17.0,61.42
2.0,2.91,14.8
1.0,1.14,8.8
1.0,8.7,25.8
1.0,23.11,55.3
2.0,1.3,18.3
1.0,0.9,10.3
1.0,2.95,19.3
1.0,2.3,15.3
6.0,15.59,47.3
4.0,1.41,11.3
1.0,1.28,13.299999999999999
5.0,0.66,9.8
1.0,3.76,61.42
1.0,13.72,46.3
1.0,0.6,8.3
4.0,1.53,12.799999999999999
1.0,0.8,11.3
2.0,1.52,12.8
2.0,0.67,6.3
1.0,18.15,61.42
1.0,0.8,12.8
1.0,1.94,16.8
1.0,1.1,11.3
1.0,0.8,9.3
1.0,0.5,8.8
1.0,1.29,12.8
1.0,0.8,9.8
6.0,3.03,26.799999999999997
1.0,2.9,27.8
1.0,1.1,11.8
5.0,2.21,16.8
1.0,3.64,17.8
1.0,1.21,16.3
2.0,1.4,13.3
2.0,1.1,11.3
6.0,9.6,33.8
1.0,3.5,18.3
1.0,1.7,14.299999999999999
1.0,1.0,9.3
2.0,1.7,14.3
1.0,0.68,9.3
2.0,1.4,11.3
6.0,3.0,16.299999999999997
1.0,1.75,12.3
1.0,7.26,28.800000000000004
1.0,2.07,13.3
2.0,5.98,26.799999999999997
1.0,1.4,11.8
1.0,0.9,8.8
2.0,10.22,33.3
1.0,1.28,10.8
1.0,1.3,9.8
1.0,11.35,42.42
1.0,10.59,39.419999999999995
1.0,2.29,14.8
1.0,3.79,23.8
1.0,0.66,9.3
1.0,2.17,13.799999999999999
1.0,1.1,10.3
4.0,2.7,16.799999999999997
1.0,1.2,15.3
2.0,5.0,24.299999999999997
1.0,1.1,16.3
1.0,0.03,3.3
2.0,2.1,16.3
3.0,2.34,15.8
1.0,1.11,12.3
4.0,1.19,11.8
1.0,0.74,12.3
1.0,1.72,13.799999999999999
2.0,3.33,15.8
1.0,1.35,12.799999999999999
2.0,6.1,31.3
3.0,2.2,13.3
3.0,4.19,22.3
5.0,0.7,9.3
1.0,17.62,61.419999999999995
1.0,0.49,7.799999999999999
1.0,0.6,8.299999999999999
1.0,6.2,29.8
6.0,1.03,9.8
1.0,1.45,11.3
1.0,1.0,10.3
1.0,3.27,13.8
1.0,2.73,14.3
1.0,1.6,9.3
1.0,0.8,9.8
4.0,1.92,12.8
1.0,4.67,26.8
1.0,3.88,24.3
2.0,1.6,17.8
2.0,0.9,9.3
1.0,0.8,10.799999999999999
1.0,1.82,11.3
1.0,1.55,14.8
1.0,1.33,12.3
1.0,5.53,22.8
2.0,2.6,20.3
1.0,3.62,19.8
1.0,1.09,10.8
5.0,0.95,9.8
1.0,0.91,10.3
2.0,2.9,20.3
1.0,1.64,14.3
2.0,11.8,48.39
1.0,8.6,33.8
2.0,2.2,13.799999999999999
2.0,0.87,8.3
1.0,1.06,10.299999999999999
1.0,4.79,18.8
1.0,0.57,7.8
1.0,9.3,31.300000000000004
1.0,2.2,12.3
1.0,0.92,9.3
2.0,0.7,8.8
6.0,2.56,12.3
1.0,8.0,33.92
1.0,0.56,8.8
2.0,4.72,32.8
1.0,1.87,14.3
2.0,2.51,19.3
2.0,0.45,7.8
2.0,2.44,14.3
1.0,1.75,17.3
1.0,6.35,32.3
1.0,1.0,9.3
1.0,1.9,14.8
5.0,4.32,19.3
1.0,1.59,11.8
1.0,0.6,5.300000000000001
2.0,0.52,7.799999999999999
1.0,0.6,7.8
1.0,2.48,11.8
1.0,1.8,14.8
1.0,0.5,8.3
1.0,0.64,7.799999999999999
2.0,2.95,15.299999999999999
1.0,12.13,47.42
1.0,3.5,17.3
1.0,15.96,55.3
1.0,0.9,10.3
1.0,0.88,6.8
1.0,0.99,12.3
1.0,0.98,9.3
1.0,6.06,25.3
1.0,9.12,40.42
1.0,6.9,27.3
1.0,4.55,20.8
1.0,0.56,8.8
1.0,1.0,9.8
1.0,1.6,12.3
1.0,2.9,17.3
1.0,1.9,18.3
1.0,5.64,24.8
1.0,0.8,10.3
1.0,11.54,42.92
5.0,1.39,14.3
1.0,1.59,11.3
1.0,0.85,8.8
1.0,6.8,30.800000000000004
1.0,0.83,9.3
1.0,2.19,16.8
1.0,1.9,14.299999999999999
2.0,0.68,8.3
1.0,2.81,15.299999999999999
1.0,0.77,8.799999999999999
2.0,2.13,15.3
1.0,0.6,7.3
3.0,3.23,17.8
1.0,2.1,12.3
1.0,1.82,11.8
1.0,1.67,11.8
1.0,1.83,14.3
1.0,3.14,18.3
1.0,2.08,12.799999999999999
5.0,1.88,12.3
1.0,3.14,16.8
1.0,1.4,10.3
1.0,11.31,37.25
2.0,0.95,8.8
1.0,5.7,28.8
1.0,0.66,7.800000000000001
1.0,4.1,19.3
5.0,1.32,11.8
1.0,3.9,20.8
1.0,0.66,9.3
1.0,1.3,16.799999999999997
1.0,1.0,13.3
1.0,3.3,20.3
1.0,0.5,8.8
2.0,1.72,13.3
1.0,2.78,17.3
2.0,0.62,8.799999999999999
1.0,1.5,11.8
1.0,1.69,12.3
3.0,4.47,18.8
1.0,0.8,8.8
1.0,1.7,13.8
1.0,2.5,15.3
3.0,6.5,31.799999999999997
1.0,5.5,27.299999999999997
1.0,3.1,17.299999999999997
1.0,1.1,10.799999999999999
1.0,0.44,7.8
5.0,0.71,9.3
1.0,8.24,36.92
1.0,15.5,44.3
1.0,1.5,10.8
2.0,4.42,20.3
5.0,1.74,10.8
1.0,0.61,8.3
1.0,1.76,11.8
1.0,2.29,14.3
1.0,2.48,16.8
1.0,1.22,13.3
2.0,2.42,17.3
1.0,2.87,17.8
2.0,1.25,11.8
1.0,1.4,11.3
1.0,1.3,11.8
1.0,1.47,12.3
1.0,0.6,9.3
1.0,0.4,7.8
1.0,1.64,25.3
1.0,0.78,10.799999999999999
1.0,8.1,55.540000000000006
1.0,1.75,15.3
1.0,5.5,32.3
1.0,1.3,13.3
1.0,0.5,8.8
1.0,1.2,11.3
1.0,0.8,12.3
1.0,17.0,61.06
1.0,2.6,14.3
1.0,1.5,11.3
3.0,1.18,10.8
1.0,0.69,8.8
1.0,1.16,10.3
2.0,1.02,6.3
1.0,1.77,12.3
1.0,1.0,12.8
1.0,1.27,10.8
2.0,1.48,15.299999999999999
1.0,2.75,17.3
1.0,1.4,8.8
1.0,1.36,11.8
1.0,1.18,13.3
1.0,0.76,10.299999999999999
1.0,1.2,11.8
2.0,1.1,18.8
1.0,3.05,20.3
1.0,1.0,11.8
1.0,2.91,23.3
1.0,1.24,10.8
1.0,11.8,64.92
1.0,2.27,18.8
1.0,3.84,27.299999999999997
2.0,0.81,8.8
5.0,1.19,11.8
1.0,16.5,65.91999999999999
1.0,1.0,10.3
1.0,2.03,15.299999999999999
6.0,1.67,15.8
1.0,4.1,19.8
1.0,4.25,20.8
1.0,0.7,7.8
1.0,1.56,14.8
1.0,2.84,14.3
1.0,0.8,8.8
2.0,1.2,10.8
1.0,0.84,8.3
1.0,0.8,11.3
1.0,2.56,17.3
3.0,0.63,8.3
1.0,4.9,27.3
1.0,1.55,15.3
1.0,0.68,15.3
2.0,2.29,18.799999999999997
2.0,3.3,18.3
1.0,0.34,6.3
2.0,0.61,9.8
1.0,0.98,11.3
1.0,0.85,8.8
1.0,1.48,13.3
1.0,1.7,14.3
6.0,3.76,22.8
2.0,3.05,21.299999999999997
1.0,2.9,18.8
1.0,1.51,12.3
1.0,0.68,11.3
1.0,2.18,14.3
1.0,0.2,7.8
1.0,0.68,8.8
2.0,0.8,9.3
1.0,2.56,17.3
1.0,1.35,14.8
1.0,1.1,11.3
1.0,5.66,25.3
1.0,1.4,10.799999999999999
1.0,5.63,22.8
4.0,0.88,9.8
5.0,9.51,32.300000000000004
1.0,7.7,30.8
1.0,1.14,9.8
1.0,1.8,10.8
1.0,1.06,11.3
1.0,2.1,15.3
4.0,1.0,10.3
2.0,1.58,9.8
1.0,8.53,40.92
2.0,8.11,32.92
1.0,1.06,9.8
2.0,3.81,18.8
1.0,0.67,9.3
2.0,0.6,9.8
1.0,17.57,61.42
1.0,0.9,10.799999999999999
1.0,0.5,8.8
4.0,2.68,26.299999999999997
1.0,1.0,9.3
3.0,1.0,8.8
1.0,0.7,8.8
1.0,7.1,29.3
1.0,9.65,35.8
5.0,0.93,14.3
1.0,1.29,10.299999999999999
1.0,3.2,20.8
1.0,5.59,28.800000000000004
1.0,1.5,15.3
1.0,3.8,20.799999999999997
1.0,1.33,14.3
5.0,7.58,31.799999999999997
2.0,1.26,12.3
1.0,5.6,22.3
1.0,2.76,18.799999999999997
1.0,3.7,20.3
3.0,0.7,8.8
3.0,4.56,22.299999999999997
1.0,2.0,14.3
1.0,3.0,14.3
1.0,1.09,9.299999999999999
1.0,0.79,7.8
1.0,0.01,52.8
2.0,0.89,8.3
1.0,2.42,13.3
1.0,1.5,11.3
1.0,1.66,12.3
5.0,4.96,23.799999999999997
1.0,2.34,14.3
1.0,1.51,12.3
1.0,7.75,30.3
1.0,11.61,37.3
1.0,0.3,7.3
1.0,4.1,22.8
2.0,17.72,61.42
1.0,1.58,11.8
2.0,8.84,35.42
2.0,2.31,14.8
1.0,0.6,7.799999999999999
3.0,1.7,12.799999999999999
1.0,5.4,23.8
1.0,20.54,61.42
1.0,0.81,8.8
1.0,0.7,9.3
2.0,2.8,14.299999999999999
1.0,0.63,11.299999999999999
1.0,3.05,19.3
1.0,1.34,11.3
1.0,1.39,11.8
5.0,1.5,12.8
1.0,0.67,9.3
2.0,0.02,5.8
1.0,2.44,12.799999999999999
1.0,0.6,10.3
1.0,0.16,6.3
2.0,2.29,16.8
1.0,0.55,7.3
2.0,1.0,9.8
1.0,0.57,9.8
1.0,1.7,14.3
1.0,3.0,16.3
1.0,1.92,14.3
1.0,1.7,17.8
1.0,1.1,10.3
4.0,4.3,20.799999999999997
1.0,2.16,18.3
1.0,3.4,17.8
1.0,17.29,59.800000000000004
1.0,0.28,7.8
1.0,1.62,12.3
1.0,0.85,8.8
5.0,2.19,12.8
1.0,1.1,9.8
1.0,5.32,22.3
1.0,1.18,9.3
1.0,5.97,23.8
1.0,1.1,11.3
1.0,0.83,8.3
1.0,2.09,13.799999999999999
1.0,0.5,10.8
1.0,1.05,9.8
1.0,1.0,9.3
1.0,0.7,10.3
1.0,0.42,7.799999999999999
1.0,0.67,9.8
1.0,1.3,13.3
1.0,4.67,21.3
1.0,5.58,22.3
1.0,6.01,25.3
1.0,0.94,11.3
2.0,0.88,9.3
1.0,2.3,18.3
1.0,1.17,11.299999999999999
1.0,0.45,8.3
2.0,2.42,16.3
1.0,1.0,13.299999999999999
1.0,1.36,12.3
1.0,1.7,13.8
1.0,1.64,16.8
2.0,0.9,10.3
1.0,2.7,18.3
1.0,1.6,12.3
1.0,2.3,14.299999999999999
3.0,1.78,12.8
1.0,9.4,29.8
1.0,3.4,16.299999999999997
1.0,0.47,6.8
1.0,21.0,61.42
1.0,0.3,6.8
1.0,3.3,17.3
1.0,2.5,16.3
1.0,4.42,16.8
1.0,1.43,13.799999999999999
1.0,0.81,7.799999999999999
1.0,3.94,23.3
1.0,0.2,6.3
2.0,11.02,51.92
1.0,1.42,13.8
1.0,2.61,16.8
1.0,0.5,12.799999999999999
1.0,12.9,43.8
3.0,1.34,13.3
2.0,2.69,19.8
5.0,0.71,9.8
1.0,1.94,16.3
1.0,0.98,10.3
1.0,1.76,13.8
1.0,4.31,22.8
5.0,0.6,9.3
1.0,1.23,10.299999999999999
1.0,2.0,13.3
1.0,10.65,42.419999999999995
1.0,0.81,10.299999999999999
1.0,2.21,13.799999999999999
1.0,0.87,10.3
1.0,0.88,9.8
1.0,1.0,10.3
3.0,1.28,8.8
3.0,0.8,8.299999999999999
1.0,1.9,15.3
1.0,1.0,11.3
2.0,2.05,14.299999999999999
1.0,1.3,11.3
1.0,0.79,14.3
1.0,1.4,10.799999999999999
5.0,0.94,13.8
3.0,1.5,12.3
1.0,1.77,13.3
2.0,10.03,31.3
1.0,0.91,10.3
1.0,2.72,16.3
1.0,0.7,8.8
1.0,8.8,42.92
1.0,1.3,14.3
1.0,10.44,46.42
1.0,8.13,45.92
1.0,18.2,65.92
1.0,5.35,26.3
1.0,1.19,12.3
1.0,1.1,10.8
1.0,1.86,13.799999999999999
1.0,2.5,14.8
2.0,1.67,16.8
2.0,3.3,20.8
1.0,3.8,18.3
1.0,0.6,9.3
1.0,4.6,25.799999999999997
2.0,1.9,17.3
2.0,1.82,15.8
1.0,2.61,16.8
1.0,3.79,18.8
1.0,0.8,8.8
2.0,5.79,26.299999999999997
1.0,0.8,9.3
1.0,1.96,12.8
1.0,1.51,11.3
1.0,0.1,0.3
2.0,1.96,12.3
1.0,18.5,61.42
1.0,4.03,17.8
1.0,1.1,10.8
5.0,2.33,16.8
1.0,1.29,10.8
1.0,0.89,14.3
1.0,0.6,11.3
1.0,0.92,8.8
1.0,2.5,10.3
1.0,4.1,22.3
2.0,0.56,9.8
5.0,2.34,16.8
6.0,0.71,10.3
1.0,1.7,17.3
1.0,1.07,11.3
5.0,3.28,18.8
1.0,1.9,13.8
1.0,1.12,12.799999999999999
1.0,2.48,13.8
1.0,2.3,13.799999999999999
1.0,7.62,27.3
1.0,2.7,15.3
1.0,4.76,20.8
1.0,0.49,8.8
1.0,1.0,9.3
1.0,2.4,13.8
1.0,2.35,13.8
1.0,3.79,19.3
2.0,3.0,15.8
1.0,0.6,8.3
2.0,2.32,14.8
1.0,5.16,16.3
1.0,2.96,22.8
1.0,1.15,14.8
2.0,2.9,14.8
2.0,1.68,14.3
1.0,3.13,19.3
1.0,4.02,23.92
1.0,1.7,15.799999999999999
1.0,4.6,17.8
1.0,3.7,21.799999999999997
1.0,0.66,7.8
4.0,0.5,8.8
1.0,6.61,40.8
1.0,1.13,10.299999999999999
1.0,0.52,8.3
1.0,1.71,11.8
4.0,2.7,22.8
1.0,4.06,23.8
1.0,6.1,36.3
2.0,2.09,13.799999999999999
1.0,3.67,26.8
2.0,0.9,11.3
4.0,2.32,14.8
5.0,0.94,9.799999999999999
1.0,0.94,9.299999999999999
2.0,2.63,15.299999999999999
1.0,0.4,7.3
1.0,1.1,8.3
1.0,4.0,17.8
1.0,4.41,18.3
1.0,2.3,15.3
1.0,1.84,10.3
1.0,1.2,9.8
1.0,1.72,9.3
3.0,0.6,7.3
6.0,17.82,61.42
1.0,2.25,21.8
6.0,1.14,9.3
1.0,11.81,39.3
1.0,1.46,11.3
1.0,0.61,7.300000000000001
3.0,2.58,16.8
5.0,17.53,61.42
1.0,9.34,39.42
1.0,0.54,7.8
3.0,1.1,9.299999999999999
1.0,0.35,7.3
2.0,2.47,14.3
1.0,1.41,15.8
1.0,1.25,14.3
1.0,0.69,7.8
1.0,0.39,9.3
1.0,1.75,10.8
1.0,1.0,9.3
2.0,2.27,20.3
1.0,1.14,10.8
1.0,18.3,61.42
1.0,1.3,13.799999999999999
1.0,3.3,20.8
1.0,0.58,10.8
1.0,7.92,45.419999999999995
5.0,1.64,12.799999999999999
1.0,1.05,11.8
1.0,4.09,21.8
2.0,13.6,65.92
1.0,18.6,65.91999999999999
2.0,4.12,25.3
1.0,1.8,14.3
2.0,0.63,8.8
1.0,1.38,12.3
1.0,0.41,7.799999999999999
2.0,0.39,7.300000000000001
1.0,9.15,36.919999999999995
1.0,1.26,7.3
1.0,0.75,10.3
1.0,2.0,15.3
1.0,1.76,17.3
1.0,1.86,13.3
1.0,8.36,32.3
1.0,0.9,9.8
1.0,2.6,16.799999999999997
1.0,0.82,8.8
1.0,1.74,16.8
1.0,1.0,10.799999999999999
1.0,0.57,13.3
1.0,0.9,12.8
1.0,9.38,39.419999999999995
1.0,0.8,15.3
1.0,1.14,13.799999999999999
1.0,21.1,63.42
1.0,2.4,23.799999999999997
1.0,2.5,17.8
5.0,1.08,12.3
1.0,1.05,14.8
1.0,2.37,19.3
1.0,2.1,16.3
5.0,1.34,10.8
2.0,2.11,15.3
1.0,2.53,13.8
1.0,0.93,9.8
1.0,0.9,10.3
2.0,2.03,13.3
2.0,1.02,9.3
5.0,0.36,6.8
1.0,0.64,9.8
2.0,6.09,29.3
6.0,0.88,11.8
1.0,1.11,14.299999999999999
1.0,0.7,7.8
1.0,4.8,28.3
2.0,0.92,6.8
1.0,0.5,8.3
1.0,0.7,6.3
1.0,0.68,8.8
2.0,1.1,8.8
1.0,2.3,18.299999999999997
1.0,0.67,9.8
1.0,4.61,19.8
1.0,5.94,27.299999999999997
1.0,4.5,20.799999999999997
1.0,2.68,19.8
4.0,2.3,16.8
3.0,2.53,16.299999999999997
1.0,1.9,16.3
1.0,1.5,10.799999999999999
2.0,4.48,21.8
5.0,3.77,22.3
1.0,1.1,7.3
1.0,1.44,11.8
1.0,19.4,53.3
2.0,2.16,13.8
1.0,2.35,13.8
1.0,2.79,14.3
1.0,2.15,22.3
1.0,0.83,9.8
1.0,1.09,7.3
1.0,1.87,17.299999999999997
1.0,0.93,13.8
1.0,2.65,15.8
1.0,19.22,61.42
1.0,2.11,17.8
1.0,2.15,16.3
1.0,11.2,48.8
2.0,2.81,14.3
1.0,2.9,19.8
1.0,1.18,11.3
1.0,1.0,11.8
3.0,18.9,65.92
2.0,3.0,20.8
1.0,0.53,8.8
1.0,0.87,10.3
1.0,9.0,30.799999999999997
1.0,6.65,28.42
2.0,0.9,9.3
1.0,0.7,9.3
2.0,1.47,12.3
1.0,5.39,22.3
1.0,0.85,8.8
2.0,1.5,13.8
1.0,3.1,15.799999999999999
1.0,1.9,12.8
2.0,2.13,11.8
1.0,2.78,14.3
1.0,1.5,8.8
2.0,0.9,10.8
1.0,0.88,7.3
1.0,0.33,5.3
1.0,3.35,14.8
1.0,1.06,7.799999999999999
1.0,1.51,8.8
1.0,1.26,7.8
1.0,1.73,10.3
1.0,2.18,11.8
1.0,2.29,14.8
1.0,10.4,42.55
1.0,21.69,65.8
1.0,4.6,20.55
1.0,2.62,14.3
1.0,1.52,10.8
1.0,1.1,7.3
1.0,1.75,11.05
1.0,5.39,24.05
1.0,1.18,9.3
1.0,0.99,7.799999999999999
1.0,2.12,11.3
5.0,1.27,8.3
1.0,2.62,16.05
1.0,3.03,19.8
1.0,7.89,24.3
1.0,1.29,7.8
1.0,1.86,11.3
1.0,4.12,14.3
1.0,2.2,10.3
1.0,19.0,65.0
1.0,2.69,11.8
2.0,1.24,7.3
1.0,1.77,8.3
6.0,0.72,6.3
1.0,1.83,12.8
1.0,2.63,18.05
1.0,1.42,8.8
1.0,1.7,12.799999999999999
1.0,1.69,11.8
2.0,1.4,8.8
1.0,2.3,11.3
1.0,3.47,20.8
1.0,1.34,8.8
1.0,1.08,6.8
1.0,2.37,9.8
1.0,0.85,6.8
1.0,1.9,12.8
1.0,1.19,11.55
1.0,0.8,6.3
2.0,1.26,8.8
1.0,0.88,6.8
1.0,1.84,10.3
1.0,1.58,7.8
1.0,0.86,5.8
1.0,1.05,6.5
1.0,1.34,9.3
2.0,1.68,9.8
1.0,0.76,7.300000000000001
1.0,0.37,4.3
1.0,3.57,17.3
1.0,2.62,12.3
1.0,4.14,14.3
1.0,2.1,10.3
1.0,0.76,6.8
1.0,0.27,4.8
1.0,0.67,5.8
1.0,2.1,11.8
1.0,8.0,31.55
1.0,0.32,5.3
1.0,3.35,15.8
1.0,4.57,24.55
1.0,1.45,8.3
1.0,4.43,28.8
1.0,3.57,17.8
1.0,0.6,9.8
1.0,1.37,11.8
1.0,2.7,14.3
1.0,9.24,37.42
1.0,2.9,15.799999999999999
2.0,1.88,15.8
2.0,1.33,10.3
1.0,1.16,9.3
1.0,0.8,8.8
2.0,2.84,20.3
1.0,0.69,8.8
1.0,0.6,9.3
4.0,2.04,14.3
1.0,1.43,19.8
1.0,3.51,23.3
1.0,2.6,17.3
1.0,0.7,12.3
1.0,4.4,22.3
3.0,3.55,21.3
1.0,0.93,10.3
1.0,2.8,16.299999999999997
1.0,1.31,9.8
4.0,1.9,14.8
1.0,1.8,14.3
1.0,2.1,21.3
1.0,1.83,15.8
1.0,8.5,41.8
1.0,8.76,46.919999999999995
1.0,1.8,17.8
5.0,4.9,28.3
2.0,3.15,23.8
1.0,1.82,14.3
1.0,2.58,16.8
5.0,1.05,10.3
2.0,0.9,11.8
1.0,1.03,9.8
1.0,0.3,5.8
1.0,2.2,15.3
5.0,3.23,21.299999999999997
1.0,0.48,5.3
1.0,1.08,9.3
1.0,3.65,22.3
1.0,0.93,10.3
5.0,2.22,10.299999999999999
1.0,5.3,24.8
1.0,16.81,47.8
3.0,0.71,8.3
2.0,1.26,12.3
1.0,2.9,14.3
6.0,17.91,61.42
2.0,1.23,11.3
1.0,2.5,15.8
1.0,2.65,17.3
2.0,0.84,9.3
2.0,3.4,21.8
1.0,1.4,10.3
3.0,1.22,11.8
1.0,1.87,16.8
1.0,1.72,13.3
1.0,1.7,13.3
4.0,1.08,10.8
1.0,0.4,6.800000000000001
1.0,1.08,9.8
1.0,2.6,19.8
1.0,1.31,10.8
1.0,2.39,17.3
1.0,1.39,13.799999999999999
1.0,4.68,23.3
5.0,1.13,10.8
5.0,1.38,13.8
3.0,0.65,8.3
2.0,0.94,10.299999999999999
1.0,1.2,10.8
