,TimeBucket,Amount,Percentage
0,2000-01-01 00:00:00,14,0.004980434009249377
1,2000-01-01 00:15:00,8,0.002845962290999644
2,2000-01-01 00:30:00,9,0.0032017075773745998
3,2000-01-01 00:45:00,10,0.0035574528637495554
4,2000-01-01 01:00:00,7,0.0024902170046246885
5,2000-01-01 01:15:00,5,0.0017787264318747777
6,2000-01-01 01:30:00,5,0.0017787264318747777
7,2000-01-01 01:45:00,8,0.002845962290999644
8,2000-01-01 02:00:00,5,0.0017787264318747777
9,2000-01-01 02:15:00,3,0.0010672358591248667
10,2000-01-01 02:30:00,5,0.0017787264318747777
11,2000-01-01 02:45:00,2,0.000711490572749911
12,2000-01-01 03:00:00,2,0.000711490572749911
13,2000-01-01 03:15:00,13,0.004624688722874422
14,2000-01-01 03:30:00,3,0.0010672358591248667
15,2000-01-01 03:45:00,3,0.0010672358591248667
16,2000-01-01 04:00:00,1,0.0003557452863749555
17,2000-01-01 04:15:00,3,0.0010672358591248667
18,2000-01-01 04:30:00,3,0.0010672358591248667
19,2000-01-01 04:45:00,3,0.0010672358591248667
20,2000-01-01 05:00:00,2,0.000711490572749911
21,2000-01-01 05:15:00,5,0.0017787264318747777
22,2000-01-01 05:30:00,11,0.003913198150124511
23,2000-01-01 05:45:00,10,0.0035574528637495554
24,2000-01-01 06:00:00,7,0.0024902170046246885
25,2000-01-01 06:15:00,6,0.0021344717182497333
26,2000-01-01 06:30:00,26,0.009249377445748844
27,2000-01-01 06:45:00,22,0.007826396300249021
28,2000-01-01 07:00:00,19,0.006759160441124155
29,2000-01-01 07:15:00,17,0.006047669868374244
30,2000-01-01 07:30:00,11,0.003913198150124511
31,2000-01-01 07:45:00,15,0.005336179295624333
32,2000-01-01 08:00:00,14,0.004980434009249377
33,2000-01-01 08:15:00,12,0.004268943436499467
34,2000-01-01 08:30:00,17,0.006047669868374244
35,2000-01-01 08:45:00,23,0.008182141586623977
36,2000-01-01 09:00:00,25,0.008893632159373888
37,2000-01-01 09:15:00,45,0.016008537886873
38,2000-01-01 09:30:00,18,0.0064034151547491995
39,2000-01-01 09:45:00,30,0.010672358591248666
40,2000-01-01 10:00:00,24,0.008537886872998933
41,2000-01-01 10:15:00,15,0.005336179295624333
42,2000-01-01 10:30:00,17,0.006047669868374244
43,2000-01-01 10:45:00,21,0.007470651013874066
44,2000-01-01 11:00:00,21,0.007470651013874066
45,2000-01-01 11:15:00,24,0.008537886872998933
46,2000-01-01 11:30:00,28,0.009960868018498754
47,2000-01-01 11:45:00,22,0.007826396300249021
48,2000-01-01 12:00:00,22,0.007826396300249021
49,2000-01-01 12:15:00,16,0.005691924581999288
50,2000-01-01 12:30:00,39,0.013874066168623266
51,2000-01-01 12:45:00,38,0.01351832088224831
52,2000-01-01 13:00:00,81,0.0288153681963714
53,2000-01-01 13:15:00,59,0.020988971896122376
54,2000-01-01 13:30:00,68,0.024190679473496977
55,2000-01-01 13:45:00,69,0.02454642475987193
56,2000-01-01 14:00:00,73,0.025969405905371754
57,2000-01-01 14:15:00,42,0.014941302027748132
58,2000-01-01 14:30:00,66,0.023479188900747065
59,2000-01-01 14:45:00,71,0.025257915332621842
60,2000-01-01 15:00:00,70,0.024902170046246886
61,2000-01-01 15:15:00,92,0.03272856634649591
62,2000-01-01 15:30:00,71,0.025257915332621842
63,2000-01-01 15:45:00,87,0.030949839914621132
64,2000-01-01 16:00:00,95,0.03379580220562078
65,2000-01-01 16:15:00,85,0.03023834934187122
66,2000-01-01 16:30:00,83,0.029526858769121308
67,2000-01-01 16:45:00,102,0.03628601921024546
68,2000-01-01 17:00:00,102,0.03628601921024546
69,2000-01-01 17:15:00,103,0.03664176449662042
70,2000-01-01 17:30:00,89,0.03166133048737104
71,2000-01-01 17:45:00,81,0.0288153681963714
72,2000-01-01 18:00:00,63,0.022411953041622197
73,2000-01-01 18:15:00,44,0.015652792600498042
74,2000-01-01 18:30:00,23,0.008182141586623977
75,2000-01-01 18:45:00,24,0.008537886872998933
76,2000-01-01 19:00:00,16,0.005691924581999288
77,2000-01-01 19:15:00,16,0.005691924581999288
78,2000-01-01 19:30:00,13,0.004624688722874422
79,2000-01-01 19:45:00,15,0.005336179295624333
80,2000-01-01 20:00:00,9,0.0032017075773745998
81,2000-01-01 20:15:00,25,0.008893632159373888
82,2000-01-01 20:30:00,21,0.007470651013874066
83,2000-01-01 20:45:00,16,0.005691924581999288
84,2000-01-01 21:00:00,25,0.008893632159373888
85,2000-01-01 21:15:00,20,0.007114905727499111
86,2000-01-01 21:30:00,25,0.008893632159373888
87,2000-01-01 21:45:00,22,0.007826396300249021
88,2000-01-01 22:00:00,16,0.005691924581999288
89,2000-01-01 22:15:00,14,0.004980434009249377
90,2000-01-01 22:30:00,17,0.006047669868374244
91,2000-01-01 22:45:00,16,0.005691924581999288
92,2000-01-01 23:00:00,18,0.0064034151547491995
93,2000-01-01 23:15:00,11,0.003913198150124511
94,2000-01-01 23:30:00,12,0.004268943436499467
95,2000-01-01 23:45:00,7,0.0024902170046246885
